"state","class","gender","age","paid","logpaid"
"STATE 02","F1 ","M",63,2680.81,7.89387426664593
"STATE 02","C71","F",63,2648.23,7.881646771291
"STATE 02","C71","M",63,2551.57,7.84446413496995
"STATE 15","C71","M",63,2535.72,7.83823289936684
"STATE 02","C7A","F",63,2507.66,7.82710532637469
"STATE 06","F1 ","F",63,2437.66,7.79879384174337
"STATE 06","C1 ","M",63,2406,7.78572089653462
"STATE 15","C71","M",63,2228.05,7.70888204244707
"STATE 15","C71","M",63,2199.43,7.69595351486747
"STATE 06","C11","M",63,2182.77,7.68834999140235
"STATE 15","C1A","M",63,2105.3,7.65221325377651
"STATE 04","C7 ","F",63,2002.9,7.60235140930719
"STATE 10","C71","M",63,1850.78,7.52336245083657
"STATE 06","C7B","F",63,1782.16,7.48558139075662
"STATE 15","C2 ","M",63,1705.94,7.44187155744487
"STATE 01","C7 ","M",63,1677.66,7.42515524432726
"STATE 15","C7B","F",63,1613.41,7.38610523057465
"STATE 13","C1B","M",63,1609.52,7.38369127688098
"STATE 06","C7B","M",63,1577.05,7.36331129223087
"STATE 07","C7 ","M",63,1567.93,7.35751155705669
"STATE 15","C7B","M",63,1504.43,7.31616936790227
"STATE 15","C1 ","M",63,1451.57,7.28040100827498
"STATE 14","C7 ","M",63,1451.19,7.28013918848818
"STATE 02","C7 ","M",63,1439.46,7.27202332223996
"STATE 03","C11","F",63,1436,7.26961674960817
"STATE 15","C1 ","M",63,1391.42,7.23808008739802
"STATE 06","C1 ","F",63,1340.74,7.20097697932319
"STATE 15","C7B","M",63,1316.95,7.18307373595046
"STATE 04","C7 ","M",63,1315.16,7.18171361021411
"STATE 03","C7 ","M",63,1283.6,7.1574239092357
"STATE 02","C11","F",63,1282.58,7.15662895326713
"STATE 03","C1 ","M",63,1249.02,7.13011452280762
"STATE 15","C71","F",63,1219.26,7.10599939631991
"STATE 04","C72","M",63,1200,7.09007683577609
"STATE 10","C7 ","M",63,1159.2,7.05548539100647
"STATE 15","C71","F",63,1151.25,7.04860358756952
"STATE 13","C71","M",63,1141.9,7.0404488207076
"STATE 17","C7B","M",63,1138,7.03702761468628
"STATE 03","C7C","M",63,1114.06,7.01576627900093
"STATE 06","C71","M",63,1086.9,6.99108488656914
"STATE 02","C11","F",63,1085.62,6.98990653134285
"STATE 15","C7A","M",63,1068.82,6.97431051518215
"STATE 10","C7B","M",63,1056.23,6.96246124358087
"STATE 06","C71","M",63,1050,6.95654544315157
"STATE 15","C7 ","M",63,1043.75,6.95057527616507
"STATE 15","C1 ","M",63,1019.4,6.92696949790594
"STATE 07","C7B","M",63,978.46,6.8859799071043
"STATE 17","C7 ","M",63,954.94,6.86164851128189
"STATE 07","C71","M",63,943.55,6.8496493575751
"STATE 03","C1 ","M",63,941.85,6.84784602622823
"STATE 15","C1 ","M",63,925.66,6.83050699659619
"STATE 15","C1 ","F",63,909.99,6.81343361043953
"STATE 17","C7 ","F",63,903.99,6.80681829838409
"STATE 15","C1 ","M",63,892.16,6.79364548869205
"STATE 02","C71","M",63,875.28,6.77454383516853
"STATE 03","C71","M",63,864.31,6.76193150074835
"STATE 15","C71","M",63,831.86,6.72366415743158
"STATE 06","C1 ","M",63,829.03,6.72025634265905
"STATE 10","C1B","F",63,825.37,6.7158317706439
"STATE 06","C71","M",63,822.17,6.71194718632546
"STATE 15","C7B","M",63,802.72,6.68800596073594
"STATE 15","C1 ","F",63,799.76,6.68431168265893
"STATE 06","C71","M",63,789,6.67076632084587
"STATE 15","C7 ","F",63,788.84,6.67056351194187
"STATE 02","C7 ","F",63,778.29,6.6570992053668
"STATE 02","C1B","M",63,760.03,6.63335790618552
"STATE 04","C71","M",63,739.41,6.60585257089038
"STATE 03","C1 ","F",63,738.18,6.60418769730013
"STATE 15","C7 ","M",63,735.5,6.60055054004149
"STATE 15","C7 ","M",63,707.23,6.56135593123818
"STATE 10","C71","F",63,707.09,6.56115795623894
"STATE 06","C7B","M",63,704.48,6.55745994200744
"STATE 01","C7 ","M",63,678.62,6.52006132435909
"STATE 04","C7 ","M",63,664.07,6.49838756560671
"STATE 06","C11","M",63,640,6.46146817635372
"STATE 01","F71","M",63,636.5,6.45598441799746
"STATE 06","C1 ","M",63,607.23,6.40890763197555
"STATE 10","C7 ","M",63,598.17,6.39387499448692
"STATE 15","C1 ","M",63,589.79,6.37976654133747
"STATE 01","C1 ","M",63,582.58,6.36746651506551
"STATE 17","C71","F",63,565.03,6.33687882708196
"STATE 15","C11","M",63,558.45,6.32516508898684
"STATE 15","C71","M",63,542.36,6.29592998759411
"STATE 10","C71","F",63,541.67,6.29465695992295
"STATE 06","C7 ","F",63,527.52,6.26818677932342
"STATE 02","C1 ","F",63,526.17,6.26562435443816
"STATE 15","C71","F",63,516.96,6.24796550207619
"STATE 17","C71","F",63,510.19,6.23478320535882
"STATE 02","C1 ","M",63,498.62,6.21184428259946
"STATE 17","C71","M",63,498.22,6.21104174654258
"STATE 04","C71","F",63,492.59,6.19967718503377
"STATE 06","C71","M",63,492.22,6.19892577102008
"STATE 15","C1 ","F",63,476.2,6.16583793405276
"STATE 04","C71","M",63,468,6.14846829591765
"STATE 02","C1B","F",63,463.98,6.139841447849
"STATE 15","C71","F",63,460.15,6.13155252328487
"STATE 02","C7 ","F",63,457.95,6.126760007849
"STATE 06","C1 ","M",63,446.38,6.10117060719604
"STATE 02","C7 ","M",63,445.28,6.09870329777758
"STATE 02","C71","M",63,443.49,6.09467525358111
"STATE 17","C71","M",63,443.35,6.09435952582602
"STATE 02","C71","M",63,439.22,6.08500042649915
"STATE 03","C72","M",63,430.96,6.06601527837228
"STATE 15","C1A","F",63,399.63,5.99053911903148
"STATE 15","C1B","F",63,385.39,5.95425580857565
"STATE 15","C1 ","M",63,379.84,5.9397501114213
"STATE 02","C7 ","M",63,375.4,5.92799212415241
"STATE 10","C11","F",63,370.58,5.91506934585427
"STATE 15","C11","M",63,362.73,5.89365875585426
"STATE 02","C71","M",63,362.48,5.89296930035888
"STATE 15","C7B","F",63,359.11,5.88362874824057
"STATE 02","F7 ","M",63,348.47,5.85355214328143
"STATE 15","C71","F",63,345.1,5.84383423010396
"STATE 02","C1B","F",63,343.6,5.8394781901101
"STATE 15","C7 ","M",63,335.29,5.81499582898926
"STATE 15","C1B","M",63,328.11,5.79334891801524
"STATE 15","C1 ","M",63,327.1,5.79026593454434
"STATE 15","C11","F",63,317.77,5.76132785065367
"STATE 02","C71","F",63,315.44,5.75396848956937
"STATE 15","C11","M",63,315,5.75257263882563
"STATE 02","F7 ","M",63,291.64,5.67552016493823
"STATE 04","C7B","M",63,290.9,5.67297956550116
"STATE 06","F71","F",63,289.14,5.6669109998803
"STATE 17","C7A","M",63,281.5,5.64013244757975
"STATE 03","C1 ","M",63,275.97,5.62029216415718
"STATE 14","C11","F",63,261.99,5.56830633509375
"STATE 03","C71","M",63,258.44,5.55466355868997
"STATE 02","C1 ","F",63,243.35,5.49450073627946
"STATE 15","C1 ","F",63,204.12,5.31870805619577
"STATE 12","C1A","F",63,200,5.29831736654804
"STATE 12","C1 ","M",63,196.22,5.27923647873524
"STATE 02","F7 ","M",63,165.77,5.11060128543677
"STATE 17","C7B","F",63,165.66,5.10993749517012
"STATE 02","C1 ","M",63,160.19,5.07636061071339
"STATE 15","C7 ","M",63,158.26,5.06423925018105
"STATE 17","C7 ","F",63,153.85,5.03597810176805
"STATE 07","C7B","M",63,139.02,4.93461780767234
"STATE 04","C71","F",63,126.7,4.84182208732709
"STATE 15","C1 ","F",63,114.05,4.7366369487304
"STATE 01","C71","M",63,98.21,4.58710804316968
"STATE 15","C71","M",63,37.98,3.63705970538414
"STATE 02","C7 ","F",62,10943.31,9.30048358962909
"STATE 06","C71","M",62,9597.98,9.16930793864857
"STATE 07","C71","M",62,9361.83,9.14439606318201
"STATE 15","C7B","M",62,8396.25,9.03554045658107
"STATE 06","C1 ","F",62,8215.8,9.01381440856624
"STATE 02","C71","M",62,7920.76,8.9772424398006
"STATE 13","C7 ","M",62,7599.5,8.93583773463652
"STATE 02","C71","M",62,7339.9,8.90108049753755
"STATE 12","C11","M",62,7038.33,8.85912620510285
"STATE 15","C11","M",62,6208.2,8.73362627783896
"STATE 02","C1 ","M",62,6161.06,8.72600411964594
"STATE 15","C72","M",62,5600.6,8.630629013841
"STATE 17","C71","F",62,5241.71,8.56440305995698
"STATE 02","C1 ","M",62,4893.55,8.49567329044931
"STATE 15","C1 ","M",62,4627.84,8.43984551554653
"STATE 02","C71","M",62,4500,8.41183267575841
"STATE 17","C7 ","M",62,4171.01,8.33591349170066
"STATE 03","C7 ","F",62,3912.49,8.2719292789346
"STATE 04","C7B","M",62,3905.42,8.27012061090764
"STATE 04","C7 ","M",62,3854.3,8.25694468714879
"STATE 07","C71","M",62,3817.73,8.24741128413186
"STATE 07","C71","M",62,3314.42,8.10603792501967
"STATE 15","C1 ","F",62,3296.77,8.10069848025013
"STATE 02","C1 ","M",62,3277.24,8.09475688373449
"STATE 17","C7B","M",62,3230.09,8.0802652796056
"STATE 15","C1C","M",62,3046.29,8.02167973575185
"STATE 14","C11","F",62,2843.32,7.95272766247485
"STATE 02","F71","M",62,2821.59,7.9450558348271
"STATE 17","C7B","M",62,2766.92,7.92549006718971
"STATE 17","C71","M",62,2758.54,7.92245683324176
"STATE 12","C7 ","F",62,2755.77,7.92145217436948
"STATE 07","F71","F",62,2732.94,7.91313323179026
"STATE 15","C71","F",62,2731.4,7.91256957724432
"STATE 15","C7B","M",62,2701.04,7.90139216301284
"STATE 07","C71","M",62,2600,7.86326672400957
"STATE 17","C7A","F",62,2531.24,7.83646458022976
"STATE 04","C7 ","F",62,2347.8,7.76123399844442
"STATE 06","C71","M",62,2271.47,7.72818247798039
"STATE 15","C11","M",62,2247.93,7.71776507173872
"STATE 15","C1B","M",62,2230.25,7.70986896579389
"STATE 17","C7 ","F",62,2163.73,7.67958886323568
"STATE 02","C7 ","F",62,2038.05,7.61974874733844
"STATE 06","C7B","M",62,2036.49,7.61898301669095
"STATE 04","C71","F",62,2022.19,7.61193636153578
"STATE 02","C7 ","M",62,2005.87,7.60383316083866
"STATE 06","C1 ","F",62,1928.18,7.56433183180847
"STATE 02","C11","M",62,1925.31,7.56284227271754
"STATE 04","C7 ","F",62,1918.9,7.5595073841757
"STATE 02","C71","F",62,1890.5,7.54459662333099
"STATE 17","C7 ","M",62,1816.58,7.50471089142917
"STATE 02","C71","F",62,1785,7.48717369421374
"STATE 02","F1 ","M",62,1745.29,7.4646760099404
"STATE 15","C11","M",62,1731.05,7.4564834397966
"STATE 02","F71","M",62,1726.51,7.45385730887814
"STATE 02","C11","M",62,1705.08,7.44136730943798
"STATE 04","C7B","M",62,1704.54,7.44105055859507
"STATE 10","C1B","M",62,1641.63,7.40344492966327
"STATE 06","C72","M",62,1628.56,7.39545146775879
"STATE 02","F11","M",62,1584.78,7.36820087541576
"STATE 02","C71","F",62,1572.76,7.36058731671955
"STATE 03","C7 ","M",62,1565.84,7.35617770019427
"STATE 06","C7 ","F",62,1537.89,7.33816662605137
"STATE 15","C1 ","F",62,1475.12,7.29649462139691
"STATE 12","C11","M",62,1462.23,7.28771794667788
"STATE 02","C71","M",62,1454.32,7.28229371640981
"STATE 17","C7 ","M",62,1442.27,7.27397354026221
"STATE 04","C71","M",62,1409.51,7.25099740524344
"STATE 04","C71","M",62,1394.06,7.23997563200109
"STATE 17","C7 ","M",62,1391.55,7.23817351276739
"STATE 04","C71","M",62,1384.12,7.23281983762125
"STATE 13","C7 ","M",62,1358.22,7.21393029794309
"STATE 14","C71","M",62,1344.14,7.20350968232479
"STATE 15","C1C","F",62,1300,7.17011954344963
"STATE 07","C71","M",62,1279.05,7.15387289385617
"STATE 14","F71","M",62,1273.07,7.14918658526242
"STATE 02","C7C","M",62,1242.8,7.12512217751889
"STATE 15","C1 ","M",62,1227.26,7.11253932120401
"STATE 02","C1 ","M",62,1181.3,7.07437080595447
"STATE 04","C7 ","M",62,1154.39,7.05132734491348
"STATE 03","C71","F",62,1149.87,7.04740417148914
"STATE 01","C1 ","M",62,1145.63,7.04370998301434
"STATE 15","C71","M",62,1106.82,7.00924631786154
"STATE 06","C11","F",62,1100.91,7.00389238951226
"STATE 02","C1 ","M",62,1076.77,6.98172109817546
"STATE 06","C11","M",62,1071.25,6.97658146991199
"STATE 15","C7A","M",62,1066.48,6.97211878480542
"STATE 04","C71","M",62,1057.91,6.96405054263734
"STATE 06","C1 ","F",62,1047.41,6.95407572925064
"STATE 13","C7 ","M",62,1005.85,6.91358823417458
"STATE 01","C71","M",62,988.21,6.89589522576948
"STATE 15","C71","M",62,959.52,6.8664331594202
"STATE 03","C7 ","M",62,954,6.86066367144829
"STATE 15","C11","M",62,950,6.85646198459459
"STATE 17","C71","F",62,921.16,6.82563374537982
"STATE 02","C1 ","F",62,875.21,6.77446385756222
"STATE 15","C71","M",62,866.2,6.76411582878053
"STATE 15","C71","M",62,857.61,6.75414945069632
"STATE 02","C1 ","F",62,857.19,6.75365959764243
"STATE 02","C7C","M",62,854.88,6.75096110820946
"STATE 02","C11","M",62,846.5,6.74111020157319
"STATE 15","C7 ","M",62,839.16,6.73240139150378
"STATE 15","C72","M",62,834.51,6.72684472625358
"STATE 04","C7B","M",62,819.83,6.70909700169197
"STATE 06","C71","M",62,801.63,6.68664715478
"STATE 13","C1 ","F",62,799.29,6.68372383360663
"STATE 04","C7 ","F",62,789.33,6.6711844843539
"STATE 15","C7 ","M",62,773.31,6.65068000312326
"STATE 15","C7B","M",62,773.15,6.65047307892144
"STATE 04","C71","M",62,763.07,6.63734977019558
"STATE 02","C1B","M",62,760.55,6.63404185575775
"STATE 02","C71","F",62,746.63,6.61556974783232
"STATE 06","C7B","F",62,730.83,6.59418087456441
"STATE 15","C7 ","F",62,711.56,6.56745974285707
"STATE 04","F7 ","F",62,705,6.55819780281227
"STATE 15","C1 ","F",62,701.05,6.55257921116714
"STATE 15","C71","F",62,700,6.5510803350434
"STATE 15","C71","M",62,700,6.5510803350434
"STATE 02","C7B","M",62,691.13,6.53832793921323
"STATE 02","C7B","F",62,636.78,6.45642422700179
"STATE 15","C7 ","F",62,628.08,6.44266754689
"STATE 03","C1B","F",62,603.29,6.40239800980793
"STATE 07","C7A","M",62,600,6.39692965521615
"STATE 10","C7 ","M",62,564.66,6.33622378009875
"STATE 06","C7 ","M",62,554.55,6.31815697405075
"STATE 14","C1 ","F",62,545.3,6.30133610193202
"STATE 02","C7 ","F",62,530.64,6.2740838252173
"STATE 15","C71","F",62,514,6.24222326545517
"STATE 06","C11","M",62,513.24,6.24074357202682
"STATE 15","C71","F",62,512.09,6.23850039084179
"STATE 15","C7 ","F",62,497.7,6.20999748586451
"STATE 04","C71","M",62,495.92,6.20641462339366
"STATE 15","C71","M",62,490.6,6.19562913182439
"STATE 04","F71","M",62,482.35,6.17866999161656
"STATE 04","C7B","F",62,462,6.13556489108174
"STATE 07","C71","M",62,457.51,6.12579874240019
"STATE 17","C71","M",62,450.08,6.10942534474155
"STATE 02","C71","M",62,445.05,6.09818663540494
"STATE 15","C71","M",62,443.58,6.09487816879706
"STATE 02","C1 ","M",62,440.31,6.08747902429122
"STATE 02","C7 ","M",62,430.42,6.06476147616944
"STATE 10","C7 ","F",62,414.45,6.02695234003754
"STATE 12","C71","F",62,404.15,6.00178609617985
"STATE 07","C7 ","M",62,393.86,5.97599551620405
"STATE 17","C7B","M",62,384.9,5.9529835602897
"STATE 07","C71","F",62,382.01,5.94544678627441
"STATE 12","C71","F",62,361.73,5.89089807718295
"STATE 10","C7B","M",62,350,5.85793315448346
"STATE 15","C11","F",62,321.13,5.77184602556963
"STATE 15","C71","F",62,289.96,5.66974298243268
"STATE 01","C7 ","M",62,280,5.63478960316925
"STATE 07","C7A","M",62,276.02,5.62047332685989
"STATE 12","C1B","M",62,273.58,5.6115940836613
"STATE 12","C1 ","F",62,273.29,5.61053350243657
"STATE 07","C7 ","M",62,266.38,5.58492386077288
"STATE 06","C1 ","M",62,253.86,5.53678293396003
"STATE 03","C71","M",62,250,5.52146091786225
"STATE 02","C71","M",62,243.11,5.4935140158113
"STATE 15","C71","F",62,230,5.4380793089232
"STATE 15","C11","M",62,226.56,5.42300981050535
"STATE 12","C11","M",62,224.23,5.41267231078544
"STATE 04","C72","F",62,223,5.40717177146012
"STATE 15","C11","M",62,189.9,5.24649761781824
"STATE 15","C11","F",62,187.5,5.23377884541047
"STATE 06","C7B","M",62,176.2,5.17161971350208
"STATE 15","C1B","M",62,160,5.07517381523383
"STATE 02","F7 ","M",62,152.13,5.02473541847504
"STATE 04","C7C","F",62,144.19,4.97113187431856
"STATE 03","C1 ","M",62,126.1,4.83707524297087
"STATE 15","C2 ","M",62,123.96,4.81995893291955
"STATE 02","C71","M",62,85,4.44265125649032
"STATE 15","C7B","M",61,17067.32,9.74492080287678
"STATE 15","C11","M",61,10652.59,9.27355833405933
"STATE 06","C11","M",61,9964.08,9.20674190525389
"STATE 06","C1B","M",61,9183.55,9.12516911910105
"STATE 03","C7B","F",61,8520.94,9.0502819423761
"STATE 15","C7B","M",61,7836.7,8.9665731063661
"STATE 12","C2 ","M",61,6390.19,8.76251928088885
"STATE 15","C1 ","M",61,5985.57,8.69710685155245
"STATE 15","C71","F",61,5838.03,8.672148690147
"STATE 12","C1B","M",61,5713.08,8.65051356177713
"STATE 01","C7B","M",61,5556.75,8.62276868396488
"STATE 02","C11","M",61,5039.73,8.52510778820184
"STATE 17","F71","F",61,4593.43,8.43238230067084
"STATE 17","C71","F",61,4414.08,8.39255471080287
"STATE 10","C1 ","F",61,4313.68,8.36954664710002
"STATE 02","C71","M",61,4286.57,8.36324215832491
"STATE 15","C7B","F",61,4259.76,8.3569680996482
"STATE 06","C1 ","M",61,3994.66,8.29271374819564
"STATE 06","C71","M",61,3777.64,8.23685475500878
"STATE 15","C7C","M",61,3662.96,8.20602684270827
"STATE 15","C71","M",61,3597.83,8.18808616492286
"STATE 15","C1B","M",61,3566.59,8.17936523622376
"STATE 02","C11","F",61,3472,8.15248607578024
"STATE 03","C1 ","F",61,3403.09,8.13243912140361
"STATE 02","C71","F",61,3328.93,8.11040621001841
"STATE 02","C11","M",61,3224.72,8.07860140375522
"STATE 15","C7B","M",61,2918,7.97865372908273
"STATE 14","C7 ","F",61,2883.84,7.96687801836377
"STATE 15","C71","M",61,2805.73,7.93941903365212
"STATE 02","C1B","M",61,2712.61,7.90566655002186
"STATE 06","C1 ","M",61,2688,7.89655270164304
"STATE 15","C11","F",61,2674,7.89133075766189
"STATE 17","C71","F",61,2593.89,7.86091395842598
"STATE 15","C1B","M",61,2586.45,7.85804155811425
"STATE 01","C2 ","M",61,2525.2,7.83407554649347
"STATE 02","C71","F",61,2465.08,7.80997954031121
"STATE 06","C1 ","M",61,2399.01,7.78281143123451
"STATE 10","C1 ","M",61,2354.22,7.76396474139723
"STATE 02","C7B","M",61,2340.05,7.75792757564483
"STATE 15","C7 ","F",61,2265.83,7.72569641670834
"STATE 06","C1 ","F",61,2171.25,7.68305831755531
"STATE 02","C7B","M",61,2166.3,7.68077592212525
"STATE 15","C11","M",61,2163.98,7.67970439777949
"STATE 15","C1 ","F",61,2151.66,7.67399491623448
"STATE 06","C7 ","M",61,2125.09,7.66156943340283
"STATE 04","C7 ","M",61,2068.44,7.6345499789543
"STATE 13","C1B","M",61,2000,7.60090245954208
"STATE 06","C7 ","M",61,1907,7.55328660560042
"STATE 03","C71","M",61,1791.85,7.49100388467424
"STATE 14","C1 ","M",61,1760.12,7.4731372675261
"STATE 15","C11","F",61,1739.92,7.46159441414011
"STATE 12","C72","M",61,1739.28,7.46122651346914
"STATE 06","C71","M",61,1730,7.45587668749182
"STATE 02","C1 ","M",61,1717.37,7.44854932981983
"STATE 15","C1 ","F",61,1696.26,7.43618110648911
"STATE 04","C71","F",61,1644.2,7.40500922271803
"STATE 15","C7B","M",61,1636.16,7.40010731189163
"STATE 03","C1 ","M",61,1595.17,7.37473559261147
"STATE 15","C1 ","M",61,1591.32,7.37231913947751
"STATE 02","C71","M",61,1535.01,7.33629217465806
"STATE 15","C7B","M",61,1506,7.31721240835984
"STATE 01","C1 ","M",61,1483.34,7.3020515808641
"STATE 02","C72","M",61,1448.59,7.2783459485205
"STATE 17","C7 ","M",61,1444.17,7.27529004105517
"STATE 06","C7A","F",61,1441,7.27309259599952
"STATE 17","C71","M",61,1433.77,7.26806261777959
"STATE 17","C71","M",61,1430.43,7.26573037735368
"STATE 01","C1 ","M",61,1405,7.24779258176785
"STATE 14","F71","M",61,1395.14,7.24075004764284
"STATE 15","C72","F",61,1390.16,7.237174127414
"STATE 02","C1C","F",61,1352.01,7.20934765302526
"STATE 06","C7B","F",61,1325.64,7.18965064067218
"STATE 15","C7A","M",61,1302.5,7.17204077362752
"STATE 10","C1A","F",61,1291.48,7.16354412654684
"STATE 04","C7A","M",61,1268.37,7.14548789053964
"STATE 02","C11","M",61,1266.44,7.14396509366496
"STATE 15","C7A","F",61,1243.73,7.1258702079415
"STATE 12","C1B","M",61,1240.84,7.123543848609
"STATE 02","C1 ","M",61,1231.03,7.11560649631804
"STATE 07","C71","F",61,1191.58,7.08303543654251
"STATE 03","C1 ","M",61,1185.83,7.07819823032919
"STATE 03","C71","F",61,1168.75,7.0636900806029
"STATE 15","C7B","F",61,1167.44,7.06256859635949
"STATE 15","C7B","M",61,1156.05,7.05276430089211
"STATE 14","F71","M",61,1118.73,7.0199493923343
"STATE 04","C71","M",61,1104.29,7.00695787350181
"STATE 17","C7 ","M",61,1090.49,6.99438241549418
"STATE 04","C72","M",61,1068.71,6.97420759264998
"STATE 15","C72","M",61,1055.23,6.96151403162823
"STATE 12","C1B","M",61,1049.08,6.95566886859614
"STATE 07","F71","M",61,1035.03,6.94218569078664
"STATE 01","C1B","M",61,1025.44,6.93287706775592
"STATE 15","C11","M",61,1015.21,6.92285076662747
"STATE 15","C11","F",61,1014.98,6.92262418684825
"STATE 02","C7B","F",61,1012.89,6.92056291000111
"STATE 15","C71","F",61,1011.97,6.91965420513924
"STATE 15","C7C","F",61,981.57,6.88915333058248
"STATE 15","C72","M",61,973.2,6.88058961090937
"STATE 15","C1B","M",61,960.82,6.8677870865358
"STATE 04","C7B","F",61,956.49,6.86327033404259
"STATE 15","C71","F",61,941.51,6.84748496938971
"STATE 04","C71","M",61,934.69,6.84021492351143
"STATE 02","C7 ","F",61,885.5,6.78615245722289
"STATE 17","C71","M",61,874.97,6.77418960005556
"STATE 13","C71","M",61,869.51,6.76792983459077
"STATE 01","C1 ","M",61,868.15,6.76636451079015
"STATE 07","C71","M",61,840.73,6.73427056205316
"STATE 02","F71","M",61,838.37,6.73145953048382
"STATE 15","C1A","M",61,821.46,6.71108324487372
"STATE 15","C7B","M",61,793.09,6.67593670825931
"STATE 06","C7A","M",61,786.4,6.66746556883296
"STATE 02","C71","M",61,774.08,6.65167522742166
"STATE 15","C7B","F",61,768.66,6.6446487390964
"STATE 06","C1B","M",61,758.65,6.63154053797125
"STATE 04","C71","M",61,756.42,6.62859677747123
"STATE 04","C7 ","M",61,739.87,6.60647449508976
"STATE 15","C7B","M",61,735.11,6.60002014787886
"STATE 04","F71","M",61,720.53,6.57998705232431
"STATE 15","F7 ","M",61,712.96,6.56942531785881
"STATE 02","C7 ","F",61,712.84,6.5692569913049
"STATE 04","C72","M",61,710.11,6.56541988761248
"STATE 15","C1 ","M",61,708,6.56244409369372
"STATE 04","C7 ","M",61,706.88,6.56086092023175
"STATE 15","C71","F",61,705.29,6.5586090657498
"STATE 02","C71","M",61,702.1,6.5540758440232
"STATE 15","C7C","F",61,699.19,6.54992252217955
"STATE 02","C1A","M",61,695.56,6.54471727651387
"STATE 17","C71","M",61,677.43,6.51830622638266
"STATE 14","C1B","M",61,668.12,6.50446779812175
"STATE 17","C71","M",61,660.32,6.49272456600427
"STATE 15","C7B","M",61,655.16,6.48487948061418
"STATE 04","C7 ","F",61,648.16,6.47413757945438
"STATE 17","C71","F",61,634.14,6.45226975024931
"STATE 15","C7 ","F",61,625.79,6.43901485156093
"STATE 02","C71","F",61,609.01,6.41183468793633
"STATE 10","C1 ","M",61,589.88,6.37991912638274
"STATE 15","C71","M",61,589.58,6.37941041899721
"STATE 02","C7B","M",61,588.56,6.37767887562401
"STATE 15","C7 ","M",61,562.15,6.33176871819577
"STATE 02","C71","M",61,561.23,6.33013080367766
"STATE 02","C7 ","F",61,559.9,6.32775819635485
"STATE 02","C71","F",61,556.54,6.32173904594024
"STATE 13","F11","M",61,545.35,6.30142779037475
"STATE 13","C11","M",61,537.77,6.28743095945995
"STATE 04","C71","M",61,535.3,6.28282733739934
"STATE 15","C7A","M",61,520.96,6.25567326337412
"STATE 01","C71","M",61,500,6.21460809842219
"STATE 04","F7 ","M",61,498.38,6.21136283825716
"STATE 03","C7A","M",61,493.27,6.20105669147046
"STATE 15","C71","M",61,491.1,6.1966477730452
"STATE 15","C11","M",61,490.53,6.1954864392146
"STATE 02","C7 ","M",61,488.6,6.19154415882364
"STATE 07","C71","M",61,482.09,6.17813081861192
"STATE 06","C1A","F",61,478.81,6.17130385901292
"STATE 15","C1A","M",61,478.64,6.17094874908178
"STATE 17","C7 ","M",61,466.99,6.1463078441634
"STATE 06","C2 ","M",61,459.43,6.12998659069145
"STATE 15","C7B","M",61,452.54,6.11487615702318
"STATE 04","C71","F",61,447.19,6.1029835602313
"STATE 02","C7 ","M",61,444.69,6.09737741019388
"STATE 04","C7B","F",61,425.21,6.05258316453555
"STATE 15","C11","M",61,410,6.01615715969835
"STATE 15","C11","F",61,400.62,5.99301334709783
"STATE 03","C1 ","F",61,390.03,5.96622365924219
"STATE 03","C1 ","F",61,372.96,5.92147117528745
"STATE 04","C71","M",61,364.58,5.89874600610478
"STATE 04","C7 ","M",61,352.42,5.86482364614058
"STATE 04","C7B","M",61,345.7,5.84557134692758
"STATE 04","F7 ","M",61,338.3,5.82393307578666
"STATE 13","C71","M",61,329.85,5.79863800566888
"STATE 02","F71","M",61,322.51,5.77613414350703
"STATE 06","C1 ","M",61,315.3,5.75352456655102
"STATE 02","C7 ","F",61,308,5.73009978297357
"STATE 03","C7 ","F",61,302.54,5.71221350013405
"STATE 03","C1 ","F",61,280.03,5.63489674028701
"STATE 02","C1B","F",61,267.25,5.58818454990515
"STATE 03","C7B","M",61,265.24,5.58063507650067
"STATE 15","C7B","M",61,259.41,5.55840982164045
"STATE 15","C1 ","M",61,257.2,5.54985399236346
"STATE 15","C1B","M",61,254.46,5.53914365271455
"STATE 06","C7 ","F",61,239.2,5.47730002207648
"STATE 01","C7B","F",61,220.8,5.39725731440294
"STATE 01","F71","M",61,219.89,5.39312742131068
"STATE 02","C7B","M",61,216.52,5.37768292192878
"STATE 07","C7 ","M",61,175,5.16478597392351
"STATE 01","C1A","M",61,171.97,5.14732004299611
"STATE 15","C7C","M",61,153.18,5.03161370048145
"STATE 02","C1B","M",61,129.86,4.86645694708034
"STATE 02","C7B","F",61,128.6,4.85670681180352
"STATE 04","C7B","M",61,125.53,4.83254477383012
"STATE 02","C1 ","M",61,116.37,4.75677477011999
"STATE 15","C1B","F",61,105.31,4.65690838139251
"STATE 01","C7B","M",61,90.92,4.50997999898434
"STATE 02","C1B","M",60,20047.78,9.90587370341243
"STATE 15","C71","F",60,10912.06,9.29762387860185
"STATE 13","C11","M",60,10391.52,9.24874536790723
"STATE 02","C7 ","F",60,10264.47,9.23644369636167
"STATE 15","C71","M",60,7339.68,8.90105052392795
"STATE 06","C7B","F",60,6942.54,8.84542298077761
"STATE 07","C7B","M",60,6517,8.78216942633238
"STATE 15","C71","F",60,5346.94,8.58427971364021
"STATE 13","C1 ","F",60,5313.8,8.57806248917943
